text,class_type
"On #WorldAutismAwarenessDay, I want to acknowledge the very real and unique challenges that people with autism and their families are currently facing. Now more than ever, let’s show each other kindness and compassion - and let’s celebrate everything that makes us who we are.",human
"“It’s a trap because they want to tank the economy and make everything look trrrible so they can make President Trump look bad in November. They want Trump to have to send in troops so it looks bad for him.”  Dave Rubin, author of “Don’t Burn This Book.” @seanhannity",human
"India stands with Russia in solemn remembrance today, on the 75th Anniversary of Victory Day. Tens of thousands of Indian soldiers also made the supreme sacrifice in the Second World War. My warm greetings to President Putin and the Russian people on this occasion. @KremlinRussia",human
"Shifty Schiff, a totally corrupt politician, made up a horrible and fraudulent statement, read it to Congress, and said those words came from me. He got caught, was very embarrassed, yet nothing happened to him for committing this fraud. He’ll eventually have to answer for this!",human
"....Example! V.P. Mike Pence held a conference call yesterday with all Democrat Senators. He gave them everything that they would have wanted to hear in terms of gaining ground on the CoronaVirus, but nothing that anyone could have said, including “it’s over”, could have made....",human
".....Reserve should likewise act so that countries, of which there are many, no longer take advantage of our strong dollar by further devaluing their currencies. This makes it very hard for our manufactures &amp; farmers to fairly export their goods. Lower Rates &amp; Loosen - Fed!",human
"Wherever I went, whoever I met, be it world leaders, industrialists or citizens from all walks of life, there is a great spirit of optimism towards India. There is also immense appreciation of India’s efforts to improve sanitation, healthcare and empower the poor.",human
"Breaking News: The Fifth Circuit Court of Appeals just reversed a lower court decision &amp; gave us the go ahead to build one of the largest sections of the desperately needed Southern Border Wall, Four Billion Dollars. Entire Wall is under construction or getting ready to start!",human
"@clairlemon @tylercowen @coldxman As I mentioned before, the book could have argued this point better. I can imagine Lee Kuan Yew writing the same book but biting the bullet and lumping human rights with healthcare as something nice, but ok to deprioritize short term for the sake of juicy growth points. Why not?",human
"More than 300 million people globally will be out of work, and more than 30 million people will be pushed into extreme poverty, because of COVID-19. As a country where people’s jobs depend on economies around the world, and as Canadians, we must do all that we can to help out.",human
"Another example was Windows CE on mobile devices. Windows on the desktop = usable. Windows on a small mobile form factor requiring a stylus to use the same UI features from the desktop shrunk down to fit on a small screen (drop down menus, small icons) = terrible user experience",human
"Just read the best Maureen Dowd column, in the New York Times, EVER (although she treated me great before politics), but it was written by her brother, Kevin. Someone in the News Media should hire her wonderful, talented, and very smart brother! https://t.co/lO9s1qLK8A",human
"@nf6x Yeah that's what I wondered. The ones on ebay  looked way over priced for NOS, but then I found a couple of electronics stores that had large quantities in stock for about $5 I think. It was a few weeks back, I'll go look for a copy of my order to see where it's at",human
"Padma Shri Balbir Singh Sr. Ji will be remembered for his memorable sporting performances. He brought home lots of pride and laurels. Undoubtedly a brilliant hockey player, he also made a mark as a great mentor. Pained by his demise. Condolences to his family and well wishers.",human
"""We know Microsoft's decision to join OIN may be viewed as surprising to some; it is no secret that there has been friction in the past between Microsoft and the open-source community over the issue of patents."" https://t.co/R5Y0TdtHGa via @ZDNet &amp; @sjvn",human
"There’s no doubt these are tough times, but as a country we’ve gotten through tough times before. We’ve stood together, united and strong, because that’s what we do as Canadians. And that will always be our path forward - no matter what tomorrow may bring. https://t.co/7XvhifUTcb",human
"me and griffin doing math and estimation for how many times we busted a nut the past year, we estimated about ~450. at least one a day everyday for 365 days a year, and then we added anomalies for the days we may have jerked off multiple times, safe low figure estimate was 450",human
The media world has played a great role in spreading awareness on subjects related to COVID-19. I salute all those media persons who have been reporting from the ground as well as in the newsroom. Happy to see channels facilitating 'work from home arrangements' for their teams.,human
The antisemitic defacing of the National Holocaust Monument is completely unacceptable. The fact that this act of hate took place just days after International Holocaust Remembrance Day reminds us that we must all continue to be vigilant &amp; fight antisemitism. https://t.co/IUn9uyr0AE,human
"The most often used phrase in the Lamestream Media, by far, is “sources say”, or “officials who spoke on the condition of anonymity”, or anything similar which allows Fake News to make up a phony quote from a person who doesn’t even exist. The American people should demand NAMES!",human
